ACCT|GENDER|ID1|ID2|DECIMAL_COLUMN|DATE_COLUMN|FIRST_NAME|LAST_NAME|ANY_NAME|ORG_NAME|FULL_NAME|CAL|SIN|NARROW|DT2
FPPDNNUR3S|F|4404|525166847|5.2001|2014-11-11|Joshua|Nguyen|Noah Lopez|Jade Industries inc.|Joshua Nguyen|WZYULAGO8RHUDAYL45UJQKVHTN5VHQ2H9M1Z6XXZTLDQP|2210|5VRJ|1918-09-29 10:33:49:000000
WXPRJYODY3|M|5518|2104805991|1.5832|2008-12-29|Mason|Nguyen|Jack Edwards|Quantum Ventures gmbh|Mason Nguyen|ISVOMXJ2SU2OZYGMWYKD5A69PLAF4ZR1EQDAHO2MX0SWG|9354|RTBQ|1909-07-27 01:14:32:000000
94R7RLT60Q|M|5399|824808271|9.7806|1931-12-29|Chloe|Harris|Nora Wilson|NovaTech Corporation gmbh|Chloe Harris|ZQ8BPTZG9U47RJXG353KENNY1OU3HTVR32BHNSRY0RWQG|1863|N5ZX|1966-02-23 19:59:28:000000
C6OKLXQPOC|M|3916|1029713524|2.7818|2043-10-24|Christopher|Martinez|Daniel Flores|Bliss Enterprises gmbh|Christopher Martinez|E6XGWDN1SSBSN33KI84KNV5ZXW24FIDMI338REP781RZQ|1025|JRX3|1906-12-12 19:42:52:000000
ZM6D0XCP8O|M|7870|1663762214|1.5767|2076-06-07|Logan|Harris|Amelia Moore|Helios Group ltd.|Logan Harris|6TMJW34W3MR4E1OEFU65G2QC34I44WVJU30Y4ILKPH528|9555|MH31|1963-02-12 17:31:59:000000
U9WL6WUKE9|M|6802|1532643414|6.9722|2069-11-06|Samuel|Garcia|Lillian Taylor|Omega Industries inc.|Samuel Garcia|50PT43CVJSNLX973DRI4IADDPKW0Z35AF3B17CJ0VP7X1|7061|OK51|1984-04-04 13:12:42:000000
D9S6WY4NAZ|F|3108|397211479|3.4389|2075-11-21|Jack|Lewis|Nathan Lee|Vanguard Corporation gmbh|Jack Lewis|7QNPKYP2Q3L8KVZDWYXQHPBGLWD9NAL7KA53PA3QL88JL|7962|A0N6|1997-11-26 17:22:49:000000
7EM1S139H7|M|8619|1712937172|0.3014|2093-01-27|Jackson|King|Victoria Wright|Radiant Innovations gmbh|Jackson King|8E3A7WH5UV8D3UXH3V19LNDNOJMOE2DNJ89LMICLENCGE|2788|P45Q|1993-04-23 10:45:35:000000
TCGC7BCDZ8|M|4051|198142237|3.4815|2094-04-07|Sofia|Green|Isabella Wilson|Jade Industries ltd.|Sofia Green|290TAN3LWNZYT4KM4AYDO1VJAM3WVBDTBAI192WYVNP3C|1312|8MGH|2048-07-30 07:47:21:000000
EPSNUO2J4T|F|9148|405033172|9.2777|1945-10-15|Daniel|Lewis|Amelia Gonzalez|Fusion Technologies inc.|Daniel Lewis|OOADGL7JP5WO7FLYDGY6CCZQH11ZL97DPMGH5LW5L8BN3|3212|AB66|1951-04-08 00:42:49:000000
01C5BIHHX9|M|3849|899546187|0.5756|2000-05-02|Benjamin|Flores|Savannah Mitchell|Celestial Holdings ltd.|Benjamin Flores|WVV9IVQFIHVZYPNN41RRJNLKVYEJHCS5HQVPS6DYLKTZ2|3355|FYU0|2079-06-07 02:29:57:000000
2EHH9ATEDC|M|1846|2012624659|5.1704|1945-02-13|Ella|Johnson|Michael Robinson|Quantex Enterprises gmbh|Ella Johnson|JR1A5RS6PF2CEA8P57YG0FKW65MRB866C797CJFOL78IA|2844|J62J|1995-02-24 21:08:33:000000
CQ7MAAKAQD|F|2097|182081886|9.8748|1939-04-10|Noah|White|Audrey Rivera|Elysium Innovations ltd.|Noah White|0YC8MPXSW3GPK3M6PD72TN9L2JXUHIMPMT6WQS0WG4AIQ|7743|GU3J|1977-04-30 18:42:58:000000
LNFBS1EKCJ|F|8357|1471505536|5.981|2025-12-28|Emily|Stewart|John Nelson|Global Solutions Inc. ltd.|Emily Stewart|F3HMLIMLR432XTBATHA24CPJW78Z7P5Y2ICCWC8FAMFOY|2579|ZIQY|2053-11-04 11:18:23:000000
JRMZ0PWEQ8|M|4180|429399257|8.8655|1910-05-07|Olivia|Turner|Dylan Cooper|Crimson Enterprises inc.|Olivia Turner|QX5LWIQ02V107R7NM174LTLRHXFLVYGXXA4GKJVHKWTJ7|4696|6RBP|1907-05-26 09:31:40:000000
O0BBMTACDY|F|3720|1336193795|8.1764|1933-10-22|Savannah|Green|Lily Thomas|Global Solutions Inc. gmbh|Savannah Green|1QO38ATDMDEJ9WYZG9ZLETCILE8FQMAQ642RJRU133112|5474|U9KJ|1941-06-21 01:43:57:000000
0GI1F018ZY|M|4258|1339510032|5.4869|1992-09-17|Jaxon|Smith|Layla Lewis|Crimson Enterprises gmbh|Jaxon Smith|5I5VK7ST9MFU449RE0OKLUI2WKNS7AJO3UJEWP5S49BWF|0328|NYRW|2058-08-05 03:41:09:000000
22W5S0KRBB|M|9570|1763075642|6.5027|2069-11-14|Alexander|Perez|Alexander Campbell|MegaByte Ventures gmbh|Alexander Perez|VSCZU3Q6ZRLY7WOGSIN6CC81D8EG5VWBSMB9F0J4UZQS0|6217|4LMU|2044-02-26 03:31:50:000000
1YSC415LER|F|7905|2015996355|7.9973|2079-04-26|Aubrey|Thompson|Grayson Sanchez|Visionary Technologies inc.|Aubrey Thompson|R1VS9ZJK3HKRQ9D3QXFSFIYECIW1EPY6SW7QYLFA8K4KG|1185|QD21|1948-10-19 04:35:12:000000
5LXWL5FZX9|F|7148|325790130|7.9798|1924-12-28|Scarlett|Bell|Matthew Edwards|Acme Corporation inc.|Scarlett Bell|AJ66JD7MR36XYZYGQY9I3V8VMDKO1LBV5JFQU7HEXC4HD|1508|3WV7|2059-03-24 13:46:42:000000
R3FZB3X4P9|F|6218|1732648507|9.881|2093-07-24|Anthony|Williams|Chloe Jackson|Apex Industries ltd.|Anthony Williams|EL4OSG968VGCW7PBVPM1MH0AVGINJN66LSZZHTEQCEIJT|2447|7QQ9|1941-11-21 00:12:31:000000
ZEKIRL388I|F|5391|755963896|8.5027|1986-03-20|Elizabeth|Lee|Grace Jones|MegaByte Ventures ltd.|Elizabeth Lee|KN4DSSXKQ8K6KAVUU6M3Y33AVDIE12RUXI79YJXPWW8T2|9588|EOZM|2006-12-21 10:53:46:000000
YMBVE5FCNA|M|2487|965119624|3.2499|2096-12-19|Alexander|Anderson|Jacob Edwards|Evergreen Holdings ltd.|Alexander Anderson|7MJEII6CCOBQ3GAVWTCCXPPIPBEETF5LZAWOMO52C8FJG|1837|LXXG|1917-06-14 04:56:43:000000
SN0R7ACJNR|M|9562|1301907268|2.2005|1989-01-23|Caden|Collins|Ella Murphy|Visionary Technologies inc.|Caden Collins|8LFNAGSJF2KN6KIEAEGMDQ6RJ2GZ39AXUFTF5E43G93LV|0076|5NCY|1954-12-14 20:29:01:000000
9JMKOEJCTR|F|1535|1413706787|4.4908|1920-04-25|Ella|Richardson|Matthew Nguyen|Eclipse Innovations inc.|Ella Richardson|KCEGIOZJEOL8MRDGVL2QPNEIQSVTNR26T6VER9T3L8I88|5337|VLG0|2089-05-03 20:03:18:000000
LN3PL2X0WO|M|4469|663136638|8.2938|1935-07-06|Layla|Clark|William Stewart|Cascade Solutions inc.|Layla Clark|OHARRVXDSKP2QSI3K0IA1YGT3HC4XIB8TCW5TS134UVNF|7060|CQIX|2048-03-04 13:21:14:000000
NO3UQYPW12|F|7157|1937994807|4.8713|1993-08-28|Avery|Edwards|Andrew Torres|Acme Corporation gmbh|Avery Edwards|F9M4MPRJXZCUQ015AY07THK3KY7CVBLGWUX10VG2BZUE6|1427|9215|2019-12-06 14:26:25:000000
3HC8NNIJSX|M|4041|1238536983|6.4998|1926-10-06|Mila|Young|Camila Allen|Eclipse Innovations gmbh|Mila Young|5WSSO1BR914CSEUX7RSTS7GQEB3LBP5PRXO1UL2AAQ9ZE|4711|OYC4|2057-09-10 16:49:53:000000
FALEHHLC5G|F|7252|1324355741|3.9038|2072-10-31|Mia|Stewart|Mila Lewis|Lunar Systems gmbh|Mia Stewart|0QJB68CBOD3SZ43FTDLPW51NB89ELL4CBFDQKB0HW0QNX|9331|GF5P|2085-02-27 22:49:08:000000
R39FVXTJO6|M|2526|1175757184|8.708|1916-08-02|Joshua|Martinez|Audrey Thomas|Jupiter Enterprises inc.|Joshua Martinez|U1XRFPW6ENQESR97BQBGL6FE1CRKPA1VXC94WZZYEP6B5|0131|Z1FP|1991-07-19 05:01:36:000000
CC3M963Q2R|F|1423|1121321811|9.9095|1935-02-24|Elizabeth|Smith|Grace Gonzalez|Celestial Holdings gmbh|Elizabeth Smith|UNFUQ74Q2VC6D5TW47II0J9RMUZU8JG9NKA207S2M5DMC|8853|7PSQ|1984-03-20 19:49:46:000000
IPSZY3P8LR|M|1664|638937516|4.6902|1997-11-26|Olivia|Flores|Chloe Moore|DynaTech Systems ltd.|Olivia Flores|QBYM89BH62EK3RSK41URZA8PBG8JI6VLEPYAZUSG0674Y|0596|RGEI|2014-03-22 20:04:30:000000
8Y7YH3RVCH|M|5147|554213865|8.172|2017-01-01|Carter|Walker|Camilla Reed|Crimson Enterprises gmbh|Carter Walker|OPFQ8A7NIU94C98SXBWADLVV75RIZFF3DZU9D0B9DQIBO|6088|ZDSB|1930-06-14 07:16:59:000000
LC1KUN36M0|F|8391|414076730|6.7121|1934-05-18|Zoey|Sanchez|Harper Smith|Blaze Technologies gmbh|Zoey Sanchez|WP4004KSFF5S3R0Y2TTDUDIFVBYSOL1XEA717EHRN0J9Y|4318|DVHI|2075-04-08 07:33:16:000000
3KZ5VPXQSV|M|9490|1786977988|9.8515|2059-09-11|Carter|Parker|Ethan Walker|MegaByte Ventures ltd.|Carter Parker|8RUA8U201RPCAB5QKCHE2DWMYOEIFCNXG592NFTGA8MBG|3867|ZN4I|1978-03-31 14:21:43:000000
XZAZLPLPY0|M|2939|2030282377|2.7886|1941-10-02|Oliver|Turner|John Davis|Fusion Technologies inc.|Oliver Turner|GVDWR2O0QL230KKXKWISWTMS6IGRJLNWVBIHZUNKPBUNF|7989|0Y5G|2031-10-02 18:03:39:000000
E08NOLIRTF|M|6462|1635717669|8.3792|2041-05-17|Camilla|Williams|Audrey Lee|NovaTech Corporation ltd.|Camilla Williams|RY7KYAFFA3MB2SE2MPWY94SRUF3RI71SAJMCDJY8ECSJM|8556|EYHK|2042-03-28 06:53:50:000000
HAITIO83S5|M|9786|1265667377|5.7813|1993-10-28|Mila|Stewart|Penelope Davis|Innovare Solutions gmbh|Mila Stewart|A1NVF1ETM7RWD3WJA6UXED3MT1GLNACB2YYP73T8ENBT6|8183|TJ49|2098-08-15 17:25:21:000000
U84PJ8IZV7|F|6918|1588385296|1.8369|1964-11-22|Jayden|Johnson|James Anderson|AstraTech Solutions ltd.|Jayden Johnson|BIABF2GH3YQKR07JEU8VMYIATQ5XOSAVCG2EC7QJMK3HQ|1909|99YP|2080-12-27 14:21:28:000000
PPZOF9RQAL|F|2606|1480444046|0.6669|2049-12-23|Audrey|Young|Ella Johnson|Nimbus Corporation ltd.|Audrey Young|YFQ3KCP4MYS7KCA6KGN1K4F8I5BUOKW4JZBMDBV2SFNOU|6262|3ZQZ|2085-07-24 20:50:34:000000
BJML31J4HY|F|3031|1372525179|8.6767|1924-08-18|Wyatt|Cook|Abigail Bailey|Innovare Solutions ltd.|Wyatt Cook|FSS8LRLJG2U8W3Y45BC7YSS2Y9SYVSAVOP7THESP0O45R|9758|VGL1|2085-09-11 07:24:43:000000
XCW3AIMGWQ|F|5861|2000599475|4.1256|2082-11-10|Joshua|Bell|Daniel Edwards|Evergreen Holdings ltd.|Joshua Bell|6LOALWUYFJJYU0N0J7BX809EZ30PIET8JWGJ0Q3N0WMNR|4483|80IR|2022-12-28 21:42:41:000000
JQZKEYTQLR|F|7538|585070200|0.5076|1974-03-04|Chloe|Robinson|Hannah Morris|Nimbus Corporation gmbh|Chloe Robinson|LQJS4O80H7ISELGKDJRVR3BYU5N2TK173P5S6LQB83SBY|3905|GVAV|2057-08-02 14:29:28:000000
7KDMMPOVDT|M|6769|902824794|3.3692|2079-11-23|Harper|White|Jackson Johnson|Universal Synergy gmbh|Harper White|AS54VMDQ8W8F0TKSNZO1T1CJFJB19A4PFVK8R3SHIDFWQ|9702|87IS|1902-09-05 01:59:51:000000
T4TAWQH912|M|9831|296807214|1.6752|1925-02-17|Michael|Martinez|Chloe Evans|Infinite Dynamics ltd.|Michael Martinez|NUG7KAODTLHIZ109KP2T94ZL5NR4LW8RHXII89VAK5I8M|1925|Z6YZ|1906-10-23 20:41:28:000000
9KQHYOMNKH|M|4094|88720024|9.1484|1951-08-31|Amelia|Moore|Anthony Cooper|Visionary Technologies inc.|Amelia Moore|XD7UMH3UWFDKLZ9K6P3TJZG38HH559GSFJZ952X1IKGIQ|6617|Y0MG|2082-09-13 21:34:45:000000
ROSMXFIRS3|F|9071|1000068312|6.7787|1967-03-03|Audrey|Anderson|Camilla Rogers|Penta Solutions ltd.|Audrey Anderson|76A6Z0PPEURPYG8RZJXNPPYNGC0Z0F5BQ3060RSN36ZJ7|0664|VZ6H|1964-10-16 13:20:29:000000
FVW8JDZ9SQ|F|3755|1340677489|7.9615|2056-01-28|Alexander|Rodriguez|Carter Evans|Universal Synergy inc.|Alexander Rodriguez|0S5ZTN4CIQMQ28R8XYJJ3DRR05W7VOOZRXB1RF5R1227Y|8203|PPW4|2076-05-18 15:38:55:000000
Z9MLP2N92O|M|7353|1532117138|5.7521|2037-02-12|Nora|Wilson|Joshua Murphy|Crimson Enterprises ltd.|Nora Wilson|9M0YD7OUT7VPCRN8QF86WWAY6QF7PNGSRPP657CF32Q7H|2800|9WW7|1927-09-17 16:10:44:000000
TE3BIVG7XD|M|3352|156416368|9.9868|2080-01-25|Anthony|Lee|Amelia Rodriguez|Celestial Holdings inc.|Anthony Lee|3PV7SEXHZ0Y9VP31MPFYI9AJ84X3RKZ0LSWJ04T0L540T|5940|KOBN|1975-01-24 22:30:07:000000
C5Q6JDSD4M|M|1843|2078145087|5.5436|2000-11-21|Amelia|Clark|Camila King|MegaByte Ventures inc.|Amelia Clark|OX3EI3YD6N0CLMB7C8RIO18UOVS95DOXRKA5E5EXDITH7|4563|N8HP|2087-06-18 17:06:21:000000
ABR649BORH|F|7740|1881051840|8.2185|2060-09-14|Sofia|Nelson|Emma Campbell|Crimson Enterprises gmbh|Sofia Nelson|XN1NZ5OIHMSWD4IPEN69UL4DZZM43VA6E05V2C0JS666K|1623|2DOC|1904-02-01 11:22:22:000000
JO6LKR3XEL|F|8523|2146770255|9.1592|2058-09-06|Charlotte|Taylor|Ella Sanchez|Helios Group inc.|Charlotte Taylor|FOOG120SPP63YS7LCDX4FIJT3CQKBS4X5S1PAOKTRV4XT|7608|V8KP|2093-08-21 06:31:13:000000
DPOK1YFGWM|M|6329|200574616|8.2662|2034-08-01|Ava|Brown|Mason Sanchez|Zephyr Group gmbh|Ava Brown|DFUE8S4CX6Q6YEPEJ8RKMX6TKSOKJH8CM06V8G131NK8O|5594|7N3B|1918-02-09 16:14:30:000000
MCK39HICBJ|M|1566|872724093|1.181|2075-01-20|Oliver|Young|Aiden Miller|Radiant Innovations gmbh|Oliver Young|371JHYME2V2N5B96420C1SWYUM37P7QJG8BZD8JH8I5MA|1008|333W|1940-01-13 03:48:32:000000
70Z7D7LZEH|F|6823|822991409|8.3688|1917-07-03|Abigail|Cook|Nora Lewis|Optima Innovations inc.|Abigail Cook|0RUBQLUXRJN8NW6JIPZXNTUYFC46GR37BCHJ4S08Z6W5S|4648|4ZSA|2048-01-28 02:58:25:000000
JAU9TEBIZE|M|7439|2050668689|5.6972|1905-04-20|Noah|Collins|Layla Rogers|Evergreen Holdings ltd.|Noah Collins|JCSBCWA2SOEP4P0N0NIGVI0FW6JOX2IO9IKE1REKOJJ0U|3780|P6HW|2071-12-09 10:29:01:000000
BXIKZXGM31|M|4102|1161930567|8.9366|1917-09-06|Benjamin|Sanchez|Elizabeth Rogers|Solaris Systems ltd.|Benjamin Sanchez|L92HLW9A3RRI2BMDZ1JN4ID94EW3U8L2PCGN7Y2MNZ85X|4744|7WER|2080-04-02 00:54:33:000000
Z00EUV1HB7|M|6497|385476732|1.5896|1910-03-13|Benjamin|Miller|Elijah Young|Momentum Solutions gmbh|Benjamin Miller|0X7AHUVEWLYVR8D9HGIM7CCEN19RZOA29MFYZZCF7F16V|0466|64UE|2006-01-27 04:38:28:000000
46MVK4RVYI|F|5983|609549697|8.8129|2032-12-05|Avery|Roberts|Amelia Hernandez|Dynamo Corporation inc.|Avery Roberts|K8O3THCBCFW4P8Q6LS19MXRDJLBZLD7AE7TVYPDBVXNI3|9303|4IB2|2018-05-27 07:54:59:000000
5G2CHXW9OC|M|3666|1769074571|4.7405|1987-09-25|Hazel|Baker|Owen Williams|Lunar Systems inc.|Hazel Baker|C14PHM8WXC733J0UW1YVLNBL0OJS2A04G5U2YMVC4Q23O|4769|NYRR|2052-12-30 14:07:02:000000
CUWW40OUZM|F|6247|1865094985|0.5519|1998-02-21|Wyatt|Sanchez|Zoey White|Vanguard Corporation gmbh|Wyatt Sanchez|QOFDZA0WYQ3PTZJJ0M81FDQFQDEW99A9TSH9566R6QBC6|9954|MICS|1935-11-17 04:15:15:000000
AX023YM05C|M|4278|1584850747|2.7563|1904-11-04|Gabriel|Walker|Amelia Davis|Quantex Enterprises gmbh|Gabriel Walker|4EO5GHCUP8QUXKJN857CZ4RBB9K35YLTFA761789W15ST|2510|7TCO|1972-07-02 01:13:01:000000
N499ITKHI4|M|1303|1822581819|7.1851|2040-09-06|Sophia|Perez|Nora Roberts|Quantum Ventures inc.|Sophia Perez|UH0JN2ITZNIHXI4Y7MSUH95FIY1R1F8C3CUZ08UZYUJEX|5639|MW8F|2045-12-03 16:24:58:000000
XZ8LX5KMI2|F|5997|1552542027|7.9145|2088-05-19|Michael|Walker|Aria Bailey|Universal Synergy gmbh|Michael Walker|RLZXGR3Z7IC6XZXOWYRBKH3D23D1JXO5J3GXIQN39DI3O|4182|J10R|2090-03-28 22:48:23:000000
O3CK9TBSQM|F|3424|223874959|1.8419|2031-08-10|Dylan|Roberts|Gabriel Hall|Momentum Solutions inc.|Dylan Roberts|DRMLC6RZT4R2NKMJBBKTVSHZCB6C3DZPIWHV0TG294F18|7792|VINS|2030-09-04 11:24:17:000000
J903G3FFJN|M|8319|1250207228|0.5673|2087-08-17|Matthew|Bell|Mason Martin|Jade Industries ltd.|Matthew Bell|E7U70VFD5Z92DX11SOAQ67JCZ8Y1LE2DEKA40N02IO40Y|8750|8KLG|1946-04-16 16:52:38:000000
3MDHC8PWUV|F|7087|1643650254|6.3975|1951-07-18|Isabella|Roberts|Abigail Mitchell|United Synergy gmbh|Isabella Roberts|VQCUO7I1IFL9G49U2ZBHG6XBZNXH0NTIBVSF713HRZFZH|5229|W92E|2014-01-05 05:41:34:000000
B3N9L72T9O|M|1224|1041184073|5.9906|2071-06-24|Riley|Green|Lily Morris|Solstice Corporation ltd.|Riley Green|LPG5AOQQQC5Q46SMBEUUEE4DJL6EASWCUZMBPCJYJKCXP|2361|3FJ1|1910-08-30 18:30:30:000000
71TKUQHZ3D|M|5545|1403668235|3.4813|2001-10-31|Anthony|Reed|Owen Gonzalez|Flux Corporation ltd.|Anthony Reed|MMX4GVTNDGB2QGEO1BKK4O9OESESRMPCJGFYZ85Y05VF1|8989|ETUU|1929-10-23 06:23:24:000000
YMEHZHDGKA|F|6813|1752628675|0.1368|1910-04-12|Layla|Rivera|Emily Harris|AstraTech Solutions inc.|Layla Rivera|RDTESX3MWB9HLP2OFUOZ22RQPNYTMC1RBCTOX1PAGRF0L|1103|A5KM|2055-05-14 08:44:03:000000
MJXOB9204I|M|5035|1312937130|2.6023|1900-01-31|Chloe|Murphy|Andrew Morgan|Zenith Industries inc.|Chloe Murphy|OM8M60WNGSKBQURC6VVATEKV777QBLUR3KGZ0NO57DBDE|8509|AAYC|2041-01-25 19:23:06:000000
7LTV15MBER|F|1039|1366966689|5.5977|2056-02-05|Christopher|Flores|Zoe Taylor|Infinite Dynamics gmbh|Christopher Flores|2998Z89ZWEWX77QAU8JWW8100LWJI9O4QF3TMRTS70VA3|6408|9R68|2025-04-18 00:46:37:000000
O32IVMMJ19|M|8265|1580495700|1.8355|1993-04-07|Samuel|Wilson|Elizabeth Miller|Fusion Technologies inc.|Samuel Wilson|Q018NNFC7YQXE3YGBBG9Q0N0KIOBODSJ53N1PIERKD4P8|1036|3LQP|1913-12-12 06:29:16:000000
IKPNYM1LTJ|M|5708|1940397151|2.3466|1973-12-05|Liam|Miller|Christopher Evans|Universal Synergy gmbh|Liam Miller|1V148A6QOPI0H0805D45SOH2WBBZBI2TA9G3XOPDGAC1G|5581|S3DL|2079-04-29 07:48:26:000000
QT7B3D8M0V|F|9757|29749107|4.8121|2037-04-13|Jaxon|Murphy|Andrew Hall|Quantex Enterprises inc.|Jaxon Murphy|R7JOYWFFTH7238X93AGDDN221IEPHWDY75VKE4KJR1N1A|1693|GYU5|2069-01-01 01:07:58:000000
R1DR93GSTQ|F|5815|687775431|9.9285|2077-11-22|Mason|Stewart|Camilla Collins|Celestial Holdings inc.|Mason Stewart|EKPGMP0SFIKRG5NI93GIZLO5C3SOJCK0SDHRK0YWVG3JW|1452|6PGP|1943-05-06 09:27:30:000000
94F5QEYPMH|F|7035|1977774657|6.4371|1966-09-11|Nora|Martinez|Olivia Martinez|Luminous Group inc.|Nora Martinez|CA2P10XEBUOXG9ZM8KEM6MTOG0B52VP4W7MQZ1UYKW774|0832|QBBO|1905-07-20 11:00:54:000000
HQ4ACY9LI0|M|4585|523117640|4.3084|1983-08-23|Abigail|Miller|Caden Jones|Dynamo Corporation ltd.|Abigail Miller|DWW9763XKEYELO6X43IW942KZORO067Q1SYJY6CFXKNCR|0833|JD8V|2022-12-17 09:19:31:000000
B5KGP12GK6|F|2071|1049639033|7.7828|1999-06-17|Mila|Hernandez|Savannah Rodriguez|BlueSky Ventures gmbh|Mila Hernandez|4VFINKB32M0QS65L1KKKHZNFE6A8CEJL0JF6ESNS11G5E|5179|0OT4|2090-08-06 22:47:47:000000
7QZ5HBOPWY|F|1487|60188899|8.4879|2051-07-22|Joseph|Campbell|Benjamin Parker|Evergreen Holdings inc.|Joseph Campbell|9QC4TEVIWTKA9I3RK4DP483G37CV4RQ3I5HDTHZZJXIF3|7157|DEWW|1958-01-03 04:11:46:000000
ZYV1PHKZKV|F|3251|610553593|6.7676|1975-04-05|Lily|Collins|Hannah Rivera|MegaByte Ventures ltd.|Lily Collins|6U7CS41EAB12XVG1L9VKAPRN7ZOYHS2FYCJ31XF18SKIO|4608|F0Z0|1994-08-03 05:47:51:000000
JZ4FHK2T1T|M|7765|1827577314|7.4031|2057-09-09|Mila|Wilson|Wyatt Hall|Evergreen Holdings inc.|Mila Wilson|VYUKDL81V9E59X65FDY7S2H1E4S42SH0FDDS3MWPSLA2B|3318|5QL6|2043-12-23 05:07:16:000000
EAJ8R3B7W1|M|3734|347204078|9.9846|2077-05-29|Jacob|Williams|Lily Mitchell|BlueSky Ventures inc.|Jacob Williams|P4K7X8K376N6KASHT8KDHQIQOXII8MFB6J8EM6ZC1BIDR|9950|PXPS|2007-12-21 09:29:13:000000
SIIPKLXRMD|M|6360|2042907771|9.1689|2031-06-02|Ava|Anderson|Matthew Rodriguez|Solstice Corporation ltd.|Ava Anderson|3642H4CRYK6RCPK11EJ784JU7GSLXMU18R95IBTIVCTIE|7915|USVB|1933-04-15 01:31:55:000000
8LOA5FVQX7|F|3274|1717289579|9.49|2090-04-22|Penelope|Mitchell|Emily Flores|Evergreen Holdings ltd.|Penelope Mitchell|2OC50JPWVB7GNP0RE4PHBPTMP15UPEDKV94NZKE85G0AL|2482|C3ZJ|2097-07-09 21:55:23:000000
S3I1TN1RE0|F|8924|710682454|6.8911|1912-02-24|Jacob|Lopez|Carter King|Fusion Technologies inc.|Jacob Lopez|UOC7SG5OY5SKHQ1D4J9QXQOYSSE7XML0KI6JTR1WE3GBM|0828|VR8E|2089-11-08 04:19:53:000000
DCU6PF77VM|F|2397|1600488187|6.7949|1925-08-23|Liam|Turner|Michael Cook|Helios Group inc.|Liam Turner|ZHPZ0KEMX0MAGZ1ARFLXJ9YUK9F14V5VI3G4JIVKIDNTO|8502|0YO1|2031-04-10 22:59:52:000000
UUEUZZNUIE|F|3345|641157134|7.2975|1943-04-09|Emma|Lewis|Matthew Nelson|AstraTech Solutions gmbh|Emma Lewis|H3SGP2AKSO4UMKXESTW3N3G7PLY7N2E99YHVFOY9WXQBX|1721|WUZO|2095-05-25 00:52:23:000000
7ZSCLTR4H3|F|2272|690261699|9.1658|2083-07-22|Lillian|Parker|Emily Wilson|Zenith Industries inc.|Lillian Parker|O3T4Q98QCZQUJ1K9UTUGC7GH2YUBJP6K05L03VNOSJLY6|8440|1HO5|1957-10-30 00:54:57:000000
JD27PTJ2GK|M|9409|179944165|8.2819|1961-04-22|Liam|Brown|Daniel Edwards|Global Solutions Inc. gmbh|Liam Brown|KNPB00VZP98HUEODU2JZBIRMJP1L0B3GBAX18OBCHFXMK|5248|0Z62|2090-07-06 13:03:38:000000
4FTHH6GSYZ|F|5170|1857083500|6.6434|1927-09-18|Anthony|Wright|Nathan Nelson|Zephyr Group inc.|Anthony Wright|2VAC72F98NJ3IMU7S1XQSHL5TTS8FYRBHWLEMI39CPFPO|3575|2FVF|2028-07-30 05:45:29:000000
N4HKFAR79B|M|7358|268792178|9.7716|2056-07-13|Mia|Cooper|Charlotte White|DynaTech Systems ltd.|Mia Cooper|7AJHRQJ4OJHGDMMSRWP5NFGCWR809CF8V3BVH992W0IV7|6858|E95O|2011-11-21 12:48:41:000000
4WUBU7J07A|M|5041|696328380|9.6626|1990-04-19|Mila|Jones|Zoey Walker|Infinite Dynamics ltd.|Mila Jones|8NA74BF0F4Z1OB5Q0CSDGM9DGU31XJ8V2T4SRTSED7U1B|7953|RTBR|1988-05-16 22:49:21:000000
OW7OAESJT6|M|7104|166058975|0.994|2059-07-14|Abigail|Lee|Andrew Roberts|Vanguard Corporation inc.|Abigail Lee|EZDBWEJCVGOC81ISJXKRWFWYQHPS8R5VUDYEDRIEWCMAT|1539|2ALC|1942-04-24 08:53:26:000000
OCIOVP0PVE|M|7739|1132676849|0.4925|2013-12-18|Sofia|Davis|Andrew Mitchell|Flux Corporation gmbh|Sofia Davis|5AYCA5BV1OD7DJVXFFKZ5LA4NO5NU3I4IIGZ9ZWT6DQIY|4172|AQGG|2098-06-14 13:56:58:000000
U2T814NQ6J|F|2891|1128391326|5.1217|2070-06-30|Isabella|Mitchell|Amelia Robinson|Infinite Dynamics gmbh|Isabella Mitchell|M2U3Y2VOYVXVNGJCG2B660CFECA165GOPY23OZKCJ2TWY|1280|C928|2087-10-27 06:01:45:000000
12ZHQJB5TK|F|3384|1709948347|6.2907|2012-12-13|Lily|Turner|Joseph Hill|Universal Synergy gmbh|Lily Turner|KHLGXDWFFAKYPIRLVTN4G6FY5G80NXPRS2LVYCTAFHGD0|7836|ZMFG|2034-05-26 19:39:37:000000
OKP5O47GY9|M|2866|836188659|3.767|2018-11-03|Aiden|Rodriguez|Sofia Adams|Eclipse Innovations ltd.|Aiden Rodriguez|38RIEMS7QNMMI9QJGR14R6SW7HNCE9W5TJD44JL56WWS7|0155|84GZ|2016-04-02 05:11:24:000000
T7WWN8AK3G|F|8610|1056960646|0.2759|2015-02-20|Emily|King|Sofia Lee|MegaByte Ventures inc.|Emily King|E78L3KR7Y6ESRAPMJY8ZH71XX9HG551QQHKILV1H8RZPP|0222|3QN8|1924-10-11 07:41:15:000000
